departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
CAQUETA,18,MONTAÑITA,"18,410",Rural,Sin Información,"2,002",2,Mayor de 18 años,no,Civil,Herido,Masculino,1.49494421255,-75.4630895064,Accidente por MAP,"(1.49494421255, -75.4630895064)","Pasando, estando cerca"
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Corregimiento Hato Nuevo,"2,007",1,Mayor de 18 años,no,Civil,Muerto,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)","Pasando, estando cerca"
SANTANDER,68,SABANA DE TORRES,"68,655",Rural,Vereda El Diamante,"2,003",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.397197,-73.496496,Accidente por MAP,"(7.397197, -73.496496)",Fuerza pública
ANTIOQUIA,5,NARIÑO,"5,483",Rural,Vereda La Quiebra De San Juan,"2,004",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.609351,-75.176737,Accidente por MAP,"(5.609351, -75.176737)",Fuerza pública
ANTIOQUIA,5,NARIÑO,"5,483",Rural,Vereda La Quiebra De San Juan,"2,004",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.609351,-75.176737,Accidente por MAP,"(5.609351, -75.176737)",Fuerza pública
ANTIOQUIA,5,NARIÑO,"5,483",Rural,Vereda La Quiebra De San Juan,"2,004",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.609351,-75.176737,Accidente por MAP,"(5.609351, -75.176737)",Fuerza pública
ANTIOQUIA,5,CARACOLÍ,"5,142",Rural,"Corregimietno Bajira, Finca El Carmén","2,001",7,Mayor de 18 años,no,Civil,Herido,Femenino,6.409928,-74.757164,Accidente por MAP,"(6.409928, -74.757164)",Sin Información
TOLIMA,73,DOLORES,"73,236",Rural,Sitio Cuchilla Altamizal,"2,008",6,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.5412434258,-74.9013492974,Accidente por MAP,"(3.5412434258, -74.9013492974)",Fuerza pública
TOLIMA,73,DOLORES,"73,236",Rural,Sitio Cuchilla Altamizal,"2,008",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.5412434258,-74.9013492974,Accidente por MAP,"(3.5412434258, -74.9013492974)",Fuerza pública
TOLIMA,73,NATAGAIMA,"73,483",Rural,Vereda La Palmita,"2,002",8,Menor de 18 años,no,Civil,Herido,Femenino,3.620222,-75.093083,Accidente por MUSE,"(3.620222, -75.093083)","Pasando, estando cerca"
TOLIMA,73,NATAGAIMA,"73,483",Rural,Vereda La Palmita,"2,002",8,Menor de 18 años,no,Civil,Herido,Masculino,3.620222,-75.093083,Accidente por MUSE,"(3.620222, -75.093083)","Pasando, estando cerca"
TOLIMA,73,NATAGAIMA,"73,483",Rural,Vereda La Palmita,"2,002",8,Menor de 18 años,no,Civil,Herido,Masculino,3.620222,-75.093083,Accidente por MUSE,"(3.620222, -75.093083)","Pasando, estando cerca"
TOLIMA,73,NATAGAIMA,"73,483",Rural,Vereda La Palmita,"2,002",8,Menor de 18 años,no,Civil,Herido,Masculino,3.620222,-75.093083,Accidente por MUSE,"(3.620222, -75.093083)","Pasando, estando cerca"
TOLIMA,73,NATAGAIMA,"73,483",Rural,Vereda La Palmita,"2,002",8,Menor de 18 años,no,Civil,Herido,Masculino,3.620222,-75.093083,Accidente por MUSE,"(3.620222, -75.093083)","Pasando, estando cerca"
TOLIMA,73,PLANADAS,"73,555",Rural,Cerro San Miguel,"2,006",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.021944,-75.754167,Accidente por MAP,"(3.021944, -75.754167)",Fuerza pública
TOLIMA,73,PLANADAS,"73,555",Rural,Cerro San Miguel,"2,006",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.021944,-75.754167,Accidente por MAP,"(3.021944, -75.754167)",Fuerza pública
BOLIVAR,13,REGIDOR,"13,580",Rural,Vereda Los Caimanes,"2,004",7,Mayor de 18 años,no,Civil,Muerto,Masculino,8.665517,-73.823237,Accidente por MAP,"(8.665517, -73.823237)",Sin Información
ARAUCA,81,ARAUQUITA,"81,065",Rural,Vereda La Reserva,"2,006",10,Menor de 18 años,no,Civil,Herido,Masculino,7.023186,-71.384978,Accidente por MUSE,"(7.023186, -71.384978)","Pasando, estando cerca"
META,50,SAN JUAN DE ARAMA,"50,683",Rural,Vereda Peñas Blancas,"2,005",5,Mayor de 18 años,no,Civil,Herido,Femenino,3.330204,-73.903137,Accidente por MAP,"(3.330204, -73.903137)",Agricultura
CALDAS,17,SAMANÁ,"17,662",Rural,Vereda Gaviota,"2,005",5,Mayor de 18 años,no,Civil,Herido,Masculino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)","Pasando, estando cerca"
CALDAS,17,SAMANÁ,"17,662",Rural,Vereda Gaviota,"2,005",5,Mayor de 18 años,no,Civil,Herido,Masculino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)","Pasando, estando cerca"
ANTIOQUIA,5,SANTUARIO,"5,697",Rural,Sin Información,"2,000",8,Mayor de 18 años,no,Civil,Muerto,Femenino,6.136617,-75.264829,Accidente por MAP,"(6.136617, -75.264829)",Sin Información
CASANARE,85,CHÁMEZA,"85,015",Rural,Sector Jordán Alto,"2,003",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.214621,-72.869693,Accidente por MAP,"(5.214621, -72.869693)",Fuerza pública
BOLIVAR,13,SAN JACINTO,"13,654",Rural,Sin Información,"2,003",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.858672,-75.116664,Accidente por MAP,"(9.858672, -75.116664)",Fuerza pública
BOLIVAR,13,SAN JACINTO,"13,654",Rural,Sin Información,"2,003",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.858672,-75.116664,Accidente por MAP,"(9.858672, -75.116664)",Fuerza pública
CHOCO,27,UNGUÍA,"27,800",Rural,"Vereda Santa María, En El Sitio Cerro Mosquito","2,003",6,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.042731,-77.092107,Accidente por MAP,"(8.042731, -77.092107)",Fuerza pública
CALDAS,17,SAMANÁ,"17,662",Rural,Vereda La Tulia,"2,002",10,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Cooperativa,"2,005",7,Mayor de 18 años,no,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)","Pasando, estando cerca"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Cooperativa,"2,005",7,Mayor de 18 años,no,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)","Pasando, estando cerca"
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,Vereda El Meson,"2,007",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.520278,-73.151111,Accidente por MAP,"(8.520278, -73.151111)",Fuerza pública
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,Vereda El Meson,"2,007",9,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.520278,-73.151111,Accidente por MAP,"(8.520278, -73.151111)",Fuerza pública
CAQUETA,18,MORELIA,"18,479",Rural,Sitio Aguas Calientes,"2,003",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.486799,-75.727518,Accidente por MAP,"(1.486799, -75.727518)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Sin Información,"2,004",9,Mayor de 18 años,no,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Sin Información
CESAR,20,PELAYA,"20,550",Rural,Vereda Singarare,"2,001",2,Menor de 18 años,no,Civil,Herido,Femenino,8.689091,-73.665121,Accidente por MAP,"(8.689091, -73.665121)",Agricultura
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda Filo La Aurora,"2,004",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.160556,-75.759167,Accidente por MAP,"(7.160556, -75.759167)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda Filo La Aurora,"2,004",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.160556,-75.759167,Accidente por MAP,"(7.160556, -75.759167)",Fuerza pública
HUILA,41,BARAYA,"41,078",Rural,Vereda Los Laureles,"2,006",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.101667,-74.915833,Accidente por MAP,"(3.101667, -74.915833)",Fuerza pública
HUILA,41,BARAYA,"41,078",Rural,Vereda Los Laureles,"2,006",3,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.101667,-74.915833,Accidente por MAP,"(3.101667, -74.915833)",Fuerza pública
ANTIOQUIA,5,CISNEROS,"5,190",Urbana,Barrio Cristalina,"1,996",2,Menor de 18 años,no,Civil,Herido,Masculino,6.539213,-75.089167,Accidente por MUSE,"(6.539213, -75.089167)",Sin Información
ANTIOQUIA,5,CISNEROS,"5,190",Urbana,Barrio Cristalina,"1,996",2,Menor de 18 años,no,Civil,Herido,Masculino,6.539213,-75.089167,Accidente por MUSE,"(6.539213, -75.089167)",Sin Información
BOGOTA DC,11,Bogotá DC,"11,001",Urbana,Villa De Los Alpes,"1,991",12,Menor de 18 años,no,Civil,Muerto,Masculino,4.680486,-74.146592,Accidente por MUSE,"(4.680486, -74.146592)",Sin Información
SANTANDER,68,MATANZA,"68,444",Rural,Santa Cruz De La Colina,"2,002",2,Mayor de 18 años,no,Civil,Herido,Masculino,7.317122,-73.016985,Accidente por MAP,"(7.317122, -73.016985)",Agricultura
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Solano,"2,007",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.288889,-75.166944,Accidente por MAP,"(7.288889, -75.166944)",Fuerza pública
CORDOBA,23,TIERRALTA,"23,807",Rural,Sitio Bocas Del Manso,"2,004",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.651389,-76.019167,Accidente por MAP,"(7.651389, -76.019167)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,Sector La Guayacana,"2,006",7,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,1.423333,-78.390556,Accidente por MAP,"(1.423333, -78.390556)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,Sector La Guayacana,"2,006",7,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,1.423333,-78.390556,Accidente por MAP,"(1.423333, -78.390556)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Sin Información,"2,002",2,Menor de 18 años,no,Civil,Herido,Masculino,2.120008,-74.768227,Accidente por MAP,"(2.120008, -74.768227)","Pasando, estando cerca"
CAQUETA,18,FLORENCIA,"18,001",Rural,Km. 34 Via 100,"2,004",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.73694444444444,-75.7225,Accidente por MAP,"(1.73694444444444, -75.7225)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Km. 34 Via 100,"2,004",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.73694444444444,-75.7225,Accidente por MAP,"(1.73694444444444, -75.7225)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Km. 34 Via 100,"2,004",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.73694444444444,-75.7225,Accidente por MAP,"(1.73694444444444, -75.7225)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Km. 34 Via 100,"2,004",4,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,1.73694444444444,-75.7225,Accidente por MAP,"(1.73694444444444, -75.7225)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Km. 34 Via 100,"2,004",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.73694444444444,-75.7225,Accidente por MAP,"(1.73694444444444, -75.7225)",Fuerza pública
NARIÑO,52,CUMBITARA,"52,233",Rural,Sin Información,"2,007",4,Mayor de 18 años,no,Civil,Herido,Masculino,1.64746,-77.579056,Accidente por MAP,"(1.64746, -77.579056)",Sin Información
NARIÑO,52,CUMBITARA,"52,233",Rural,Sin Información,"2,007",4,Mayor de 18 años,no,Civil,Herido,Masculino,1.64746,-77.579056,Accidente por MAP,"(1.64746, -77.579056)",Sin Información
ANTIOQUIA,5,MUTATÁ,"5,480",Rural,Sin Información,"2,005",3,Menor de 18 años,Indigena,Civil,Muerto,Masculino,7.243481,-76.436166,Accidente por MAP,"(7.243481, -76.436166)",Sin Información
ANTIOQUIA,5,MUTATÁ,"5,480",Rural,Sin Información,"2,005",3,Mayor de 18 años,Indigena,Civil,Herido,Masculino,7.243481,-76.436166,Accidente por MAP,"(7.243481, -76.436166)",Sin Información
ANTIOQUIA,5,MUTATÁ,"5,480",Rural,Sin Información,"2,005",3,Mayor de 18 años,Indigena,Civil,Herido,Masculino,7.243481,-76.436166,Accidente por MAP,"(7.243481, -76.436166)",Sin Información
VALLE DEL CAUCA,76,BUGA,"76,111",Rural,Vereda Betulia,"2,008",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.855556,-75.971389,Accidente por MAP,"(3.855556, -75.971389)",Fuerza pública
BOLIVAR,13,ZAMBRANO,"13,894",Rural,"Sector Hacienda Jesús Del Río,","2,006",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.733253,-74.832099,Accidente por MAP,"(9.733253, -74.832099)",Fuerza pública
ANTIOQUIA,5,DABEIBA,"5,234",Rural,Parte Alta El Toro,"2,007",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.002761,-76.263894,Accidente por MAP,"(7.002761, -76.263894)",Fuerza pública
VALLE DEL CAUCA,76,BUGA,"76,111",Rural,Bocatoma Del Acueducto,"1,998",7,Mayor de 18 años,no,Civil,Herido,Femenino,3.896994,-76.281402,Accidente por MUSE,"(3.896994, -76.281402)",Sin Información
VALLE DEL CAUCA,76,BUGA,"76,111",Rural,Bocatoma Del Acueducto,"1,998",7,Menor de 18 años,no,Civil,Herido,Sin Información,3.896994,-76.281402,Accidente por MUSE,"(3.896994, -76.281402)",Sin Información
NORTE DE SANTANDER,54,CONVENCIÓN,"54,206",Rural,Vereda La Trinidad,"1,996",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)",Fuerza pública
NORTE DE SANTANDER,54,CONVENCIÓN,"54,206",Rural,Vereda La Trinidad,"1,996",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)",Fuerza pública
NORTE DE SANTANDER,54,CONVENCIÓN,"54,206",Rural,Vereda La Trinidad,"1,996",12,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Inspección Unión Peneya,"2,002",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.49494421255,-75.4630895064,Accidente por MAP,"(1.49494421255, -75.4630895064)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Inspección Unión Peneya,"2,002",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.49494421255,-75.4630895064,Accidente por MAP,"(1.49494421255, -75.4630895064)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Inspección Unión Peneya,"2,002",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.49494421255,-75.4630895064,Accidente por MAP,"(1.49494421255, -75.4630895064)",Fuerza pública
SANTANDER,68,HATO,"68,344",Rural,Vereda Hoya Negra,"2,003",6,Mayor de 18 años,no,Civil,Herido,Masculino,6.54279,-73.307408,Accidente por MAP,"(6.54279, -73.307408)",Sin Información
ARAUCA,81,PUERTO RONDÓN,"81,591",Rural,Vereda El Musivo,"2,002",5,Mayor de 18 años,no,Civil,Herido,Masculino,6.280311,-71.09961,Accidente por MAP,"(6.280311, -71.09961)",Agricultura
VALLE DEL CAUCA,76,TULUÁ,"76,834",Rural,La Florecita,"2,007",4,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.922778,-76.003056,Accidente por MAP,"(3.922778, -76.003056)",Fuerza pública
VALLE DEL CAUCA,76,TULUÁ,"76,834",Rural,La Florecita,"2,007",4,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.922778,-76.003056,Accidente por MAP,"(3.922778, -76.003056)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Sector El Tigre,"2,007",1,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.901667,-73.493889,Accidente por MAP,"(2.901667, -73.493889)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Sector El Tigre,"2,007",1,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.901667,-73.493889,Accidente por MAP,"(2.901667, -73.493889)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Sector El Tigre,"2,007",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.901667,-73.493889,Accidente por MAP,"(2.901667, -73.493889)",Fuerza pública
NORTE DE SANTANDER,54,CONVENCIÓN,"54,206",Rural,Vereda Carrisal,"2,006",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.601667,-73.321389,Accidente por MAP,"(8.601667, -73.321389)",Fuerza pública
NORTE DE SANTANDER,54,LA PLAYA,"54,398",Rural,Corregimiento La Vega De San Antonio,"2,002",10,Menor de 18 años,no,Civil,Herido,Masculino,8.214079,-73.239218,Accidente por MAP,"(8.214079, -73.239218)",Sin Información
NARIÑO,52,RICAURTE,"52,612",Rural,Vereda Cuesbi,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.24,-78.072,Accidente por MAP,"(1.24, -78.072)",Fuerza pública
CUNDINAMARCA,25,CHOCONTÁ,"25,183",Rural,Vereda Alto Choque Soatama Sector El Cerro,"2,003",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.150556,-73.582222,Accidente por MAP,"(5.150556, -73.582222)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Sin Información,"2,004",10,Mayor de 18 años,no,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Sin Información
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Sitio Guacamayas,"1,994",3,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.120008,-74.768227,Accidente por MAP,"(2.120008, -74.768227)",Fuerza pública
VALLE DEL CAUCA,76,DAGUA,"76,233",Rural,Sin Información,"2,008",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.660843,-76.698818,Accidente por MAP,"(3.660843, -76.698818)",Fuerza pública
VALLE DEL CAUCA,76,DAGUA,"76,233",Rural,Sin Información,"2,008",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.660843,-76.698818,Accidente por MAP,"(3.660843, -76.698818)",Fuerza pública
VALLE DEL CAUCA,76,DAGUA,"76,233",Rural,Sin Información,"2,008",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.660843,-76.698818,Accidente por MAP,"(3.660843, -76.698818)",Fuerza pública
VALLE DEL CAUCA,76,DAGUA,"76,233",Rural,Sin Información,"2,008",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.660843,-76.698818,Accidente por MAP,"(3.660843, -76.698818)",Fuerza pública
CHOCO,27,QUIBDÓ,"27,001",Rural,Vereda Las Mercedes,"2,001",6,Mayor de 18 años,no,Civil,Herido,Masculino,5.694248,-76.650754,Accidente por MAP,"(5.694248, -76.650754)",Agricultura
META,50,LEJANÍAS,"50,400",Rural,Vereda La Baja Cristalina,"2,005",4,Mayor de 18 años,no,Civil,Herido,Masculino,3.517426,-74.003888,Accidente por MAP,"(3.517426, -74.003888)",Cuidado de animales
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Sin Información,"2,005",10,Mayor de 18 años,Indigena,Civil,Muerto,Femenino,3.326974,-76.243463,Accidente por MAP,"(3.326974, -76.243463)","Pasando, estando cerca"
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Sin Información,"2,005",10,Menor de 18 años,Indigena,Civil,Muerto,Masculino,3.326974,-76.243463,Accidente por MAP,"(3.326974, -76.243463)","Pasando, estando cerca"
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Sin Información,"2,005",10,Menor de 18 años,Indigena,Civil,Muerto,Masculino,3.326974,-76.243463,Accidente por MAP,"(3.326974, -76.243463)","Pasando, estando cerca"
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Plan De Las Rosas,"2,007",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,7.004444,-75.276389,Accidente por MAP,"(7.004444, -75.276389)",Fuerza pública
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Plan De Las Rosas,"2,007",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,7.004444,-75.276389,Accidente por MAP,"(7.004444, -75.276389)",Fuerza pública
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Plan De Las Rosas,"2,007",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,7.004444,-75.276389,Accidente por MAP,"(7.004444, -75.276389)",Fuerza pública
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Plan De Las Rosas,"2,007",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,7.004444,-75.276389,Accidente por MAP,"(7.004444, -75.276389)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Quebrada La Trinidad,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.218889,-75.185833,Accidente por MAP,"(7.218889, -75.185833)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Quebrada La Trinidad,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.218889,-75.185833,Accidente por MAP,"(7.218889, -75.185833)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Quebrada La Trinidad,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.218889,-75.185833,Accidente por MAP,"(7.218889, -75.185833)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Quebrada La Trinidad,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.218889,-75.185833,Accidente por MAP,"(7.218889, -75.185833)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Quebrada La Trinidad,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.218889,-75.185833,Accidente por MAP,"(7.218889, -75.185833)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Quebrada La Trinidad,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.218889,-75.185833,Accidente por MAP,"(7.218889, -75.185833)",Fuerza pública
BOLIVAR,13,ACHÍ,"13,006",Rural,Inspec. Villa Uribe,"1,991",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.573333,-74.560996,Accidente por MAP,"(8.573333, -74.560996)",Fuerza pública
BOLIVAR,13,SIMITÍ,"13,744",Rural,El Lechal,"2,008",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.719167,-74.121667,Accidente por MAP,"(7.719167, -74.121667)",Fuerza pública
ANTIOQUIA,5,MEDELLÍN,"5,001",Rural,Vereda El Silencio,"1,999",3,Mayor de 18 años,no,Civil,Muerto,Masculino,6.229209,-75.564887,Accidente por MUSE,"(6.229209, -75.564887)",Manipulación
ANTIOQUIA,5,MEDELLÍN,"5,001",Rural,Vereda El Silencio,"1,999",3,Menor de 18 años,no,Civil,Muerto,Masculino,6.229209,-75.564887,Accidente por MUSE,"(6.229209, -75.564887)",Área Despejada
ANTIOQUIA,5,MEDELLÍN,"5,001",Rural,Vereda El Silencio,"1,999",3,Menor de 18 años,no,Civil,Muerto,Masculino,6.229209,-75.564887,Accidente por MUSE,"(6.229209, -75.564887)",Área Despejada
ANTIOQUIA,5,MEDELLÍN,"5,001",Rural,Vereda El Silencio,"1,999",3,Menor de 18 años,no,Civil,Muerto,Masculino,6.229209,-75.564887,Accidente por MUSE,"(6.229209, -75.564887)",Área Despejada
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,003",9,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sin Información,"2,003",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
